id,name,description
__import__.report_intrastat_code_73181582,73181582,"Hexagon screws and bolts, of iron or steel other than stainless ""whether or not with their nuts and washers"", with a tensile strength of < 800 MPa (excl. with socket head, wood screws, self-tapping screws and screws and bolts for fixing railway track construction material)"
__import__.report_intrastat_code_73181588,73181588,"Hexagon screws and bolts, of iron or steel other than stainless ""whether or not with their nuts and washers"", with a tensile strength of => 800 MPa (excl. with socket head, wood screws, self-tapping screws and screws and bolts for fixing railway track construction material)"
__import__.report_intrastat_code_73181595,73181595,"Screws and bolts, of iron or steel ""whether or not with their nuts and washers"", with heads (excl. with slotted, cross-recessed or hexagonal head; wood screws, self-tapping screws and screws and bolts for fixing railway track construction material, screw hooks and screw rings)"
__import__.report_intrastat_code_73181631,73181631,Blind rivet nuts of stainless steel
__import__.report_intrastat_code_73181639,73181639,Nuts of stainless steel (excl. blind rivet nuts)
__import__.report_intrastat_code_73181640,73181640,Blind rivet nuts of iron or steel other than stainless
__import__.report_intrastat_code_73181660,73181660,Self-locking nuts of iron or steel other than stainless
__import__.report_intrastat_code_73181692,73181692,"Nuts of iron or steel other than stainless, with an inside diameter <= 12 mm (excl. blind rivet nuts and self-locking nuts)"
__import__.report_intrastat_code_84141015,84141015,Vacuum pumps of a kind used for the manufacture of semiconductors or solely or principally used for the manufacture of flat panel displays
__import__.report_intrastat_code_84145915,84145915,"Fans of a kind used solely or principally for cooling microprocessors, telecommunication apparatus, automatic data processing machines or units of automatic data processing machines"
__import__.report_intrastat_code_84145925,84145925,"Axial fans (excl. table, floor, wall, window, ceiling or roof fans, with a self-contained electric motor of an output <= 125 W, and fans for cooling IT equipment of 8414 59 15)"
__import__.report_intrastat_code_84145935,84145935,"Centrifugal fans (excl. table, floor, wall, window, ceiling or roof fans, with a self-contained electric motor of an output <= 125 W, and fans for cooling IT equipment of 8414 59 15)"
__import__.report_intrastat_code_84145995,84145995,"Fans (excl. table, floor, wall, window, ceiling or roof fans, with a self-contained electric motor of an output <= 125 W, axial and centrifugal fans, and fans for cooling IT equipment of 8414 59 15)"
__import__.report_intrastat_code_84195020,84195020,Heat exchange units made of fluoropolymers and with inlet and outlet tube bores with inside diameters measuring <=3 cm
__import__.report_intrastat_code_84195080,84195080,Heat-exchange units (excl. those used with boilers and those made of fluoropolymers with inlet and outlet tube bores with inside diameters measuring <=3 cm)
__import__.report_intrastat_code_84201081,84201081,Roll laminators of a kind used solely or principally for the manufacture of printed circuit substrates or printed circuits
__import__.report_intrastat_code_84201089,84201089,"Calendering or other rolling machines (excl. of a kind used in the textile or paper industries or for metals or glass, and roll laminators of a kind used solely or principally for the manufacture of printed circuit substrates or printed circuits)"
__import__.report_intrastat_code_84212920,84212920,"Machinery and apparatus for filtering or purifying liquids, made of fluoropolymers and with filter or purifier membrane thickness <= 140 μm (excl. those for water and other beverages, and artificial kidneys)"
__import__.report_intrastat_code_84212980,84212980,"Machinery and apparatus for filtering or purifying liquids (excl. such machinery and apparatus for water and other beverages, oil or petrol filters for internal combustion engines, artificial kidneys, and those made of fluoropolymers with filter or purifier membrane thickness <= 140 μm)"
__import__.report_intrastat_code_84213915,84213915,"Machinery and apparatus for filtering or purifying gases, with stainless steel housing and with inlet and outlet tube bores with inside diameters <= 1,3 cm"
__import__.report_intrastat_code_84213925,84213925,"Machinery and apparatus for filtering or purifying air (excl. intake air filters for internal combustion engines, and those with stainless steel housing and with inlet and outlet tube bores with inside diameters <= 1,3 cm)"
__import__.report_intrastat_code_84213935,84213935,"Machinery and apparatus for filtering or purifying gases other than air by a catalytic process (excl. those with stainless steel housing and with inlet and outlet tube bores with inside diameters <= 1,3 cm)"
__import__.report_intrastat_code_84213985,84213985,"Machinery and apparatus for filtering or purifying gases other than air (excl. isotope separators, those using a catalytic process, and those with stainless steel housing and with inlet and outlet tube bores with inside diameters <= 1,3 cm)"
__import__.report_intrastat_code_84219910,84219910,"Parts of machinery and apparatus of subheadings 84212920 or 84213915, n.e.s."
__import__.report_intrastat_code_84219990,84219990,"Parts of machinery and apparatus for filtering or purifying liquids or gases, n.e.s."
__import__.report_intrastat_code_84232010,84232010,"Scales for continuous weighing of goods on conveyors, using electronic means for gauging weight"
__import__.report_intrastat_code_84232090,84232090,"Scales for continuous weighing of goods on conveyors, using non-electronic means for gauging weight"
__import__.report_intrastat_code_84233010,84233010,"Constant weight scales and scales for discharging a predetermined weight of material into a bag or container, incl. hopper scales, using electronic means for gauging weight"
__import__.report_intrastat_code_84233090,84233090,"Constant weight scales and scales for discharging a predetermined weight of material into a bag or container, incl. hopper scales, using non-electronic means for gauging weight"
__import__.report_intrastat_code_84238121,84238121,"Check weighers and automatic control machines operating by reference to a pre-determined weight, having weighing capacity <= 30 kg, using electronic means for gauging weight"
__import__.report_intrastat_code_84238123,84238123,"Machinery for weighing and labelling pre-packaged goods, having weighing capacity <= 30 kg, using electronic means for gauging weight"
__import__.report_intrastat_code_84238125,84238125,"Shop scales, having weighing capacity <= 30 kg, using electronic means for gauging weight (excl. machinery for weighing and labelling pre-packaged goods)"
__import__.report_intrastat_code_84238129,84238129,"Weighing machinery having a maximum weighing capacity <= 30 kg, using electronic means for gauging weight, n.e.s"
__import__.report_intrastat_code_84238180,84238180,"Weighing machinery having a maximum weighing capacity <= 30 kg, using non-electronic means for gauging weight, n.e.s"
__import__.report_intrastat_code_84238220,84238220,"Weighing machinery of a maximum weighing capacity > 30 kg but <= 5.000 kg, using electronic means for gauging weight (excl. machines for weighing motor vehicles, personal weighing machines, scales for continuous weighing of goods on conveyors, constant weight scales and scales for discharging a pre-determined weight of material into a bag or container, also hopper scales)"
__import__.report_intrastat_code_84238281,84238281,"Check weighers and automatic control machines operating by reference to a pre-determined weight, of a maximum weighing capacity > 30 kg but <= 5.000 kg, using non-electronic means for gauging weight"
__import__.report_intrastat_code_84238289,84238289,"Weighing machinery of a maximum weighing capacity > 30 kg but <= 5.000 kg, n.e.s."
__import__.report_intrastat_code_84238920,84238920,"Weighing machinery of a maximum weighing capacity > 5.000 kg, using electronic means for gauging weight"
__import__.report_intrastat_code_84238980,84238980,"Weighing machinery of a maximum weighing capacity > 5.000 kg, using non-electronic means for gauging weight"
__import__.report_intrastat_code_84239010,84239010,"Parts of weighing machinery of subheadings  84232010, 84233010, 84238121, 84238123 , 84238125, 84238129, 84238220 or 84238920, n.e.s."
__import__.report_intrastat_code_84239090,84239090,"Weighing machine weights of all kinds; parts of weighing machinery, n.e.s."
__import__.report_intrastat_code_84244100,84244100,"Agricultural or horticultural sprayers, portable"
__import__.report_intrastat_code_84244910,84244910,Agricultural or horticultural liquid/powder sprayers designed to be mounted on or drawn by a tractor
__import__.report_intrastat_code_84244990,84244990,"Agricultural or horticultural sprayers (excl. portable, and those designed to be mounted on or drawn by a tractor)"
__import__.report_intrastat_code_84248210,84248210,"Agricultural or horticultural watering appliances, whether or not hand-operated"
__import__.report_intrastat_code_84248290,84248290,"Agricultural or horticultural mechanical appliances, whether or not hand-operated, for projecting or dispersing liquids or powders (excl. sprayers and watering appliances)"
__import__.report_intrastat_code_84248940,84248940,"Mechanical appliances for projecting, dispersing, or spraying liquids or powders, of a kind used solely or principally for the manufacture of printed circuits or printed circuit assemblies"
__import__.report_intrastat_code_84248970,84248970,"Mechanical appliances, whether or not hand-operated, for projecting, dispersing or spraying liquids or powders, n.e.s."
__import__.report_intrastat_code_84249020,84249020,"Parts of mechanical appliances for projecting, dispersing, or spraying liquids or powders, of a kind used solely or principally for the manufacture of printed circuits or printed circuit assemblies"
__import__.report_intrastat_code_84249080,84249080,"Parts of fire extinguishers, spray guns and similar appliances, steam or sand blasting machines and similar jet projecting machines and machinery and apparatus for projecting, dispersing or spraying liquids or powders, n.e.s."
__import__.report_intrastat_code_84323100,84323100,"No-till direct seeders, planters and transplanters"
__import__.report_intrastat_code_84323911,84323911,Central driven precision spacing seeders (excl. no-till direct seeders)
__import__.report_intrastat_code_84323919,84323919,Seeders (excl. no-till direct seeders and central driven precision spacing seeders)
__import__.report_intrastat_code_84323990,84323990,Planters and transplanters (excl. no-till machines)
__import__.report_intrastat_code_84324100,84324100,Manure spreaders (excl. sprayers)
__import__.report_intrastat_code_84324200,84324200,Fertiliser distributors (excl. sprayers and manure spreaders)
__import__.report_intrastat_code_84423000,84423000,"Machinery, apparatus and equipment for preparing or making printing plates, cylinders or other printing components (excl. machine tools of heading 8456 to 8465)"
