id,orderpoint_min,orderpoint_max,orderpoint_qty_multiple
__import__.product_8095595,36,72,6
__import__.product_8095603,48,96,6
__import__.product_8096465,40,120,1
__import__.product_8097045,5,10,1
__import__.product_8097275,100,200,10
__import__.product_8100994,10,14,1
__import__.product_8101539,16,33,1
__import__.product_8101545,10,18,1
__import__.product_8102295,24,48,1
__import__.product_8104621,1,2,1
__import__.product_8104638,0,1,1
__import__.product_8105276,5,10,1
__import__.product_8106330,9,23,1
__import__.product_8106347,10,23,1
__import__.product_8106353,0,1,1
__import__.product_8110610,1,3,1
__import__.product_8110633,2,4,1
__import__.product_8110656,3,5,1
__import__.product_8110662,1,3,1
__import__.product_8110679,3,5,1
__import__.product_8110685,3,6,1
__import__.product_8111762,1,2,1
__import__.product_8112796,60,130,1
__import__.product_8112810,10,20,1
__import__.product_8112885,6,12,1
__import__.product_8113749,6,15,1
__import__.product_8113778,7,19,1
__import__.product_8113815,5,13,1
__import__.product_8114800,10,11,1
__import__.product_8114900,8,12,1
__import__.product_8115400,12,24,1
__import__.product_8116104,0,1,1
__import__.product_8120000,119,350,1
__import__.product_8120001,46,180,1
__import__.product_8120002,64,216,1
__import__.product_8120003,8,20,12
__import__.product_8120007,20,68,22
__import__.product_8120637,3,5,1
__import__.product_8120761,0,12,1
__import__.product_8121890,14,30,6
__import__.product_8121909,2,4,1
__import__.product_8124629,3,6,1
__import__.product_8124919,5,8,1
__import__.product_8127177,24,36,1
__import__.product_8127183,0,12,1
__import__.product_8127208,0,12,1
__import__.product_8130529,10,20,1
__import__.product_8131658,0,1,1
__import__.product_8132824,8,16,1
__import__.product_8132830,15,30,1
__import__.product_8134214,10,20,1
__import__.product_8135076,6,10,1
__import__.product_8135082,8,20,1
__import__.product_8150003,3,5,1
__import__.product_8156708,0,1,1
__import__.product_8158011,33,112,1
__import__.product_8165004,15,30,1
__import__.product_8165006,2,4,1
__import__.product_8165008,10,20,1
__import__.product_8165009,10,20,1
__import__.product_8165016,0,1,1
__import__.product_8165020,10,20,1
__import__.product_8165021,0,1,1
__import__.product_8165027,5,10,1
__import__.product_8165032,3,6,1
__import__.product_8165060,6,12,1
__import__.product_8168443,0,1,1
__import__.product_8168584,0,36,1
__import__.product_8180450,1,2,1
__import__.product_8180734,1,2,1
__import__.product_8180792,5,10,1
__import__.product_8180846,0,1,1
__import__.product_8180941,2,5,1
__import__.product_8181076,2,10,25
__import__.product_8181550,1,2,1
__import__.product_8181610,2,3,1
__import__.product_8181627,2,5,1
__import__.product_8182029,5,10,1
__import__.product_8182963,0,6,6
__import__.product_8184643,3,6,1
__import__.product_8184790,5,10,1
__import__.product_8185186,1,2,1
__import__.product_8185358,0,1,1
__import__.product_8185565,2,4,1
__import__.product_8186642,2,5,4
__import__.product_8187736,3,6,1
__import__.product_8187742,3,6,1
__import__.product_8187765,3,6,1
__import__.product_8187788,3,6,1
__import__.product_8188405,2,5,36
__import__.product_8188569,2,4,1
__import__.product_8188575,6,12,1
__import__.product_8188581,8,16,1
__import__.product_8188598,8,16,1
__import__.product_8188606,10,20,1
__import__.product_8188612,6,12,1
__import__.product_8188629,4,8,1
__import__.product_8188635,2,4,1
__import__.product_8188641,10,15,1
__import__.product_8188658,10,15,1
__import__.product_8188664,2,3,1
__import__.product_8188977,0,1,1
__import__.product_8188983,50,100,50
__import__.product_8189008,200,400,50
__import__.product_8189014,100,200,50
__import__.product_8189037,25,50,50
__import__.product_8189043,0,1,50
__import__.product_8189103,5,10,1
__import__.product_8190402,0,1,1
__import__.product_8190454,0,1,1
__import__.product_8193369,0,1,1
__import__.product_8194050,0,2,1
__import__.product_8194328,0,1,1
__import__.product_8196468,2,4,10
__import__.product_8196617,13,20,44
__import__.product_8196853,3,6,1
__import__.product_8196994,0,1,1
__import__.product_8197060,0,2,1
__import__.product_8197692,1,2,1
__import__.product_8197769,2,4,1
__import__.product_8198970,0,1,1
__import__.product_8198987,0,1,1
__import__.product_8199372,0,1,5
__import__.product_8199768,2,6,1
__import__.product_8199892,4,8,1
__import__.product_8200081,3,6,1
__import__.product_8200098,2,4,1
__import__.product_8200106,0,1,1
__import__.product_8200141,3,6,1
__import__.product_8200282,1,2,1
__import__.product_8200365,1,2,1
__import__.product_8200589,2,4,1
__import__.product_8200595,5,10,1
__import__.product_8200603,5,10,1
__import__.product_8200690,2,4,1
__import__.product_8200709,2,4,1
__import__.product_8201979,0,1,1
__import__.product_8202803,8,16,36
__import__.product_8202884,1,2,1
__import__.product_8203056,0,1,8
__import__.product_8203079,0,1,1
__import__.product_8203085,0,1,1
__import__.product_8203317,0,1,1
__import__.product_8203323,0,1,1
__import__.product_8203346,0,1,1
__import__.product_8203820,0,1,1
__import__.product_8205428,0,10,1
__import__.product_8205552,0,1,12
__import__.product_8206014,1,2,1
__import__.product_8206043,20,25,1
__import__.product_8206066,2,4,1
__import__.product_8206072,2,4,1
__import__.product_8206103,3,5,1
__import__.product_8206126,4,8,1
__import__.product_8206310,2,4,1
__import__.product_8206853,1,2,1
__import__.product_8206882,1,2,1
__import__.product_8206965,1,2,1
__import__.product_8206988,1,2,6
__import__.product_8207143,5,10,1
__import__.product_8207841,12,24,12
__import__.product_8207864,0,1,1
__import__.product_8207999,3,6,1
__import__.product_8208119,3,6,36
__import__.product_8208125,0,1,1
__import__.product_8208527,4,8,1
__import__.product_8208556,5,10,1
__import__.product_8209403,0,1,1
__import__.product_8209426,0,1,1
__import__.product_8209484,7,12,50
__import__.product_8209490,20,40,1
__import__.product_8209627,2,4,1
__import__.product_8209975,10,20,1
__import__.product_8210056,9,10,20
__import__.product_8210062,22,36,12
__import__.product_8210079,0,1,1
__import__.product_8210234,1,2,1
__import__.product_8210352,0,1,1
__import__.product_8211386,5,15,10
__import__.product_8211392,2,4,10
__import__.product_8211914,2,4,1
__import__.product_8212718,25,50,200
__import__.product_8213072,4,8,10
__import__.product_8214077,144,288,36
__import__.product_8214083,0,180,36
__import__.product_8214108,72,144,36
__import__.product_8214114,252,504,36
__import__.product_8214120,144,288,24
__import__.product_8214143,240,480,24
__import__.product_8214166,120,240,18
__import__.product_8214172,0,18,18
__import__.product_8214189,144,288,18
__import__.product_8214195,396,792,18
__import__.product_8214203,36,72,18
__import__.product_8214284,1,2,1
__import__.product_8214568,1,2,1
__import__.product_8215006,3,6,1
__import__.product_8215036,3,6,1
__import__.product_8215415,0,1,1
__import__.product_8215438,1,2,1
__import__.product_8215533,0,12,12
__import__.product_8215740,1,3,1
__import__.product_8216254,1,5,1
__import__.product_8216337,3,5,1
__import__.product_8217058,8,16,10
__import__.product_8217128,50,100,1
__import__.product_8217615,0,1,1
__import__.product_8217957,1,2,1
__import__.product_8218106,2,4,6
__import__.product_8218112,0,1,6
__import__.product_8218141,0,1,1
__import__.product_8218394,80,680,1
__import__.product_8218603,2,5,1
__import__.product_8219005,12,24,12
__import__.product_8219092,1,2,1
__import__.product_8219100,1,2,1
__import__.product_8219117,1,2,1
__import__.product_8219123,1,2,1
__import__.product_8219146,0,1,1
__import__.product_8219152,0,1,1
__import__.product_8219293,800,1200,1
__import__.product_8220480,0,1,1
__import__.product_8222220,0,1,1
__import__.product_8222332,2,3,1
__import__.product_8222390,1,2,1
__import__.product_8222935,5,10,1
__import__.product_8222941,5,10,1
__import__.product_8222958,2,3,1
__import__.product_8223082,1,2,1
__import__.product_8223337,1,2,1
__import__.product_8223343,1,2,1
__import__.product_8223432,50,100,50
__import__.product_8223449,150,300,50
__import__.product_8223455,50,100,50
__import__.product_8223461,0,1,50
__import__.product_8223863,0,1,1
__import__.product_8224058,1,2,1
__import__.product_8224727,0,1,1
__import__.product_8224791,0,1,1
__import__.product_8224911,0,2,1
__import__.product_8224928,0,1,1
__import__.product_8225075,2,5,1
__import__.product_8225081,200,400,10
__import__.product_8225460,1,2,1
__import__.product_8225738,1,2,1
__import__.product_8226755,1,2,1
__import__.product_8226761,2,10,10
__import__.product_8227039,0,1,1
__import__.product_8227683,0,1,1
__import__.product_8228346,5,5,1
__import__.product_8228493,2,5,1
__import__.product_8228694,3,6,1
__import__.product_8228754,1,3,1
__import__.product_8229127,5,10,1
__import__.product_8229222,0,1,6
__import__.product_8229239,0,1,6
__import__.product_8229245,5,10,6
__import__.product_8229251,4,8,6
__import__.product_8229268,8,16,6
__import__.product_8229274,8,16,6
__import__.product_8229280,3,6,6
__import__.product_8229297,6,12,6
__import__.product_8229305,0,1,6
__import__.product_8229311,0,1,6
__import__.product_8229328,10,20,6
__import__.product_8229334,10,20,6
__import__.product_8229340,6,12,6
__import__.product_8229357,10,20,6
__import__.product_8229647,100,150,1
__import__.product_8230194,0,1,1
__import__.product_8230231,0,1,1
__import__.product_8230730,3,6,1
__import__.product_8231325,4,6,4
__import__.product_8231495,2,3,1
__import__.product_8231503,5,10,1
__import__.product_8231644,5,10,25
__import__.product_8231667,1,2,1
__import__.product_8232632,0,1,1
__import__.product_8233152,3,6,1
__import__.product_8233525,5,10,12
__import__.product_8233761,1,2,4
__import__.product_8233778,0,1,8
__import__.product_8233784,5,10,16
__import__.product_8233896,0,1,1
__import__.product_8234080,1,3,1
__import__.product_8234097,1,3,1
__import__.product_8234105,1,3,1
__import__.product_8234306,15,40,10
__import__.product_8236481,0,1,1
__import__.product_8236498,0,1,1
__import__.product_8236506,0,1,1
__import__.product_8236512,0,1,1
__import__.product_8236529,0,1,1
__import__.product_8236742,25,50,1
__import__.product_8236937,7,8,2
__import__.product_8237121,0,1,1
__import__.product_8237894,1,2,1
__import__.product_8238787,0,1,1
__import__.product_8239752,12,24,6
__import__.product_8239887,5,10,1
__import__.product_8240169,0,2,1
__import__.product_8240320,0,1,1
__import__.product_8240330,0,1,1
__import__.product_8240838,0,1,2
__import__.product_8241620,9,18,1
__import__.product_8241630,12,24,1
__import__.product_8241820,24,48,1
__import__.product_8241825,6,12,1
__import__.product_8241830,9,18,1
__import__.product_8241840,0,1,1
__import__.product_8241855,2,4,1
__import__.product_8241909,0,2,1
__import__.product_8241950,1,2,1
__import__.product_8242025,12,24,1
__import__.product_8242116,0,1,1
__import__.product_8242130,18,36,1
__import__.product_8242225,0,1,1
__import__.product_8242230,18,36,1
__import__.product_8242398,0,1,1
__import__.product_8242406,0,1,1
__import__.product_8242487,5,10,1
__import__.product_8242560,3,6,1
__import__.product_8243073,2,4,6
__import__.product_8243096,2,4,1
__import__.product_8243104,1,2,1
__import__.product_8243185,0,1,1
__import__.product_8243305,0,1,1
__import__.product_8243311,0,1,1
__import__.product_8243618,0,1,6
__import__.product_8244664,0,1,1
__import__.product_8244670,0,1,1
__import__.product_8244687,0,1,1
__import__.product_8245005,250,500,1
__import__.product_8245008,2,3,1
__import__.product_8246321,0,1,1
__import__.product_8246373,0,1,1
__import__.product_8246404,2,3,1
__import__.product_8246427,1,2,1
__import__.product_8246433,0,1,1
__import__.product_8248567,0,2,1
__import__.product_8248610,0,2,1
__import__.product_8248627,0,2,1
__import__.product_8248656,8,12,4
__import__.product_8250004,100,150,10
__import__.product_8250005,150,200,10
__import__.product_8250006,150,200,10
__import__.product_8250629,1,2,1
__import__.product_8252712,5,10,1
__import__.product_8252713,5,10,1
__import__.product_8254384,0,1,1
__import__.product_8254390,0,1,1
__import__.product_8254409,0,1,1
__import__.product_8255000,11,27,12
__import__.product_8255142,0,1,1
__import__.product_8255254,0,1,1
__import__.product_8256851,0,1,1
__import__.product_8257968,1,5,1
__import__.product_8257974,1,5,1
__import__.product_8258175,0,1,1
__import__.product_8258732,4,8,1
__import__.product_8258755,0,1,1
__import__.product_8259335,0,1,1
__import__.product_8259393,5,10,1
__import__.product_8259401,1,2,1
__import__.product_8259801,3,6,1
__import__.product_8259802,3,8,1
__import__.product_8259803,12,25,1
__import__.product_8259804,2,4,1
__import__.product_8259805,1,3,1
__import__.product_8259810,0,1,1
__import__.product_8259811,0,1,1
__import__.product_8259812,5,10,1
__import__.product_8259817,2,8,1
__import__.product_8259819,5,11,1
__import__.product_8259820,1,3,1
__import__.product_8259840,0,1,1
__import__.product_8259853,0,1,1
__import__.product_8259855,5,15,1
__import__.product_8259857,18,38,1
__import__.product_8259858,1,2,1
__import__.product_8260081,0,1,1
__import__.product_8260245,4,9,1
__import__.product_8262886,0,1,1
__import__.product_8262975,10,20,1
__import__.product_8264282,0,1,1
__import__.product_8266772,1,2,1
__import__.product_8268995,0,2,1
__import__.product_8269227,1,2,12
__import__.product_8269551,0,1,1
__import__.product_8270001,3,6,1
__import__.product_8270002,27,38,12
__import__.product_8270005,4,14,1
__import__.product_8270017,12,24,12
__import__.product_8270018,15,59,1
__import__.product_8270021,20,30,12
__import__.product_8270026,37,124,12
__import__.product_8270032,10,20,12
__import__.product_8270033,156,499,12
__import__.product_8270040,50,100,1
__import__.product_8270042,4,12,1
__import__.product_8270043,8,14,1
__import__.product_8270044,10,35,1
__import__.product_8270046,2,4,5
__import__.product_8270052,2,4,1
__import__.product_8270053,96,248,12
__import__.product_8270056,10,20,1
__import__.product_8270057,5,14,1
__import__.product_8270059,3,6,1
__import__.product_8270063,300,600,1
__import__.product_8270064,20,30,18
__import__.product_8270065,188,250,18
__import__.product_8270066,250,500,6
__import__.product_8270067,8,12,12
__import__.product_8270069,240,320,50
__import__.product_8270070,100,200,50
__import__.product_8270071,3,11,1
__import__.product_8270073,50,100,50
__import__.product_8270074,50,100,50
__import__.product_8270089,5,15,1
__import__.product_8270092,2,6,1
__import__.product_8270095,43,146,12
__import__.product_8270100,12,18,50
__import__.product_8270102,12,47,12
__import__.product_8270104,71,239,12
__import__.product_8270105,9,16,1
__import__.product_8270109,39,132,1
__import__.product_8270117,4,13,1
__import__.product_8270120,16,52,1
__import__.product_8270123,36,134,12
__import__.product_8270128,10,20,12
__import__.product_8270131,6,12,1
__import__.product_8270134,0,1,1
__import__.product_8270136,10,20,1
__import__.product_8270156,120,160,50
__import__.product_8270157,50,100,50
__import__.product_8270160,250,500,50
__import__.product_8270161,60,120,50
__import__.product_8270165,40,80,18
__import__.product_8270167,6,12,12
__import__.product_8270168,12,22,10
__import__.product_8270169,4,13,1
__import__.product_8270178,50,100,100
__import__.product_8270187,2,4,1
__import__.product_8270189,25,84,10
__import__.product_8270201,12,24,24
